Description,Price,ModleName,Carrier,Brand,FormFactor,Memory,OperatingSystem,Color,Cellular,SimCount,Year,AdditionalComponents,SellerStore,StoreLink,ProductLink
"Unlocked Cell Phone，Y77 aderroo Android Smartphone, 5.75-inch IPS Full-Screen，Front and Rear Cameras，2GB RAM 16GB ROM，Only Supports Dual SIM Card Frequency Band of 3GWCDMA：850/2100MHZ（red）",$59.99,,Unlocked for All Carriers,Aderroo,Smartphone,16 GB,,,3G,Dual SIM,,,rroo,https://www.amazon.com/s/ref=bl_dp_s_web_0?ie=UTF8&search-alias=aps&field-keywords=aderroo,https://www.amazon.com//aderroo-Full-Screen%EF%BC%8CFront-Cameras%EF%BC%8C2GB-3GWCDMA%EF%BC%9A850-2100MHZ%EF%BC%88red%EF%BC%89/dp/B09KGLD5MF/ref=sr_1_257?keywords=used+phones&qid=1646080963&sr=8-257
"OnePlus Nord N10 5G Unlocked Smartphone, Midnight Ice​, 90Hz Refresh Rate, 6GB RAM + 128GB storage, US Version, Model BE2026",,OnePlus Nord N10 5G,Unlocked,OnePlus,Bar,128 GB,Android 10.0,Midnight Ice,5G,,2021.0,"Phone, power adapter, cable, SIM card ejector, manual",OnePlus Store,https://www.amazon.com/stores/OnePlus/page/DE8A8620-9A54-4832-96B0-3284E24E9A3A?ref_=ast_bln,https://www.amazon.com//OnePlus-Unlocked-Smartphone-Midnight-BE2026/dp/B08R7D4KZJ/ref=sr_1_258?keywords=used+phones&qid=1646080963&sr=8-258
Nokia 6300 4G | Unlocked | Dual SIM | WiFi Hotspot | Social Apps | Google Maps and Assistant | Light Charcoal,$69.99,6300 4G,Unlocked,Nokia,Bar,512 MB,Kai OS,Light Charcoal,4G,Dual SIM,2020.0,,ia,https://www.amazon.com/Nokia/b/ref=bl_dp_s_web_2530015011?ie=UTF8&node=2530015011&field-lbr_brands_browse-bin=Nokia,https://www.amazon.com//Nokia-Unlocked-Hotspot-Assistant-Charcoal/dp/B08SV2Y7J6/ref=sr_1_259?keywords=used+phones&qid=1646080963&sr=8-259
"Samsung Galaxy S8 ACTIVE (G892A) Military-Grade Durable Smartphone w/ 5.8"" Shatter-Resistant Glass, Meteor Gray",,Galaxy S8 Active,Unlocked,Galaxy S8 Active,Touch Bar,64 GB,Android 7.0,,2G,Single SIM,,,axy S8 Active,https://www.amazon.com/s/ref=bl_dp_s_web_0?ie=UTF8&search-alias=aps&field-keywords=Galaxy+S8+Active,https://www.amazon.com//Galaxy-S8-Active-SM-G892A-Unlocked/dp/B074V251PS/ref=sr_1_260?keywords=used+phones&qid=1646080963&sr=8-260
"Desktop Corded Telephone, Wired Landline Phone Corded Desktop Phone Landline Telephone DTMF/FSK English Display for Home Office Hotel Call Center (White)",$31.79,,,TOPINCN,,,,Default,,,,,TOPINCN Store,https://www.amazon.com/stores/TOPINCN/page/8EECDAFD-EAAE-4083-8317-DBB741A3DE14?ref_=ast_bln,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg16_1?ie=UTF8&adId=A09437503A7XAUD8T8HT&url=%2FDesktop-Telephone-Landline-English-Display%2Fdp%2FB088H28V23%2Fref%3Dsr_1_261_sspa%3Fkeywords%3Dused%2Bphones%26qid%3D1646080963%26sr%3D8-261-spons%26psc%3D1%26smid%3DA1CT8ZZ6JVKBHJ&qualifier=1646080963&id=991635810191473&widgetName=sp_btf
"Mini Wall Phone, Retro Wall Mount Telephone Desktop Corded Landline Phone Fixed Telephone with Flash/Call Mute/Last Number redial Function for Home,Hotel,School and Office(Black)",$22.69,,,Fo sa,,,,Black,,,,,sa,https://www.amazon.com/s/ref=bl_dp_s_web_0?ie=UTF8&search-alias=aps&field-keywords=fo+sa,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg16_1?ie=UTF8&adId=A0936865RTLCAQW4SNTX&url=%2FTelephone-Desktop-Corded-Landline-Function%2Fdp%2FB07YLK82L3%2Fref%3Dsr_1_262_sspa%3Fkeywords%3Dused%2Bphones%26qid%3D1646080963%26sr%3D8-262-spons%26psc%3D1&qualifier=1646080963&id=991635810191473&widgetName=sp_btf
"SAMSUNG Galaxy Tab S7 FE 2021 Android Tablet 12.4” Screen WiFi 64GB S Pen Included Long-Lasting Battery Powerful Performance, Mystic Black (Renewed)",$369.99,,,,,,,,,,,,Amazon Renewed Store,https://www.amazon.com/Amazon-Renewed/b/ref=bl_dp_s_web_12653393011?ie=UTF8&node=12653393011&field-lbr_brands_browse-bin=Amazon+Renewed,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg17_1?ie=UTF8&adId=A06020011PP49TP6Y4X51&url=%2FSAMSUNG-Included-Long-Lasting-Powerful-Performance%2Fdp%2FB09HP34CZ8%2Fref%3Dsr_1_257_sspa%3Fkeywords%3Dused%2Bphones%26qid%3D1646080965%26sr%3D8-257-spons%26psc%3D1%26smid%3DA3S4H3E5TUN1NP&qualifier=1646080965&id=3218490428391613&widgetName=sp_atf_next
"Samsung Galaxy S8, 5.8"" 64GB (Verizon Wireless) - Midnight Black",,Galaxy S8,Verizon,Samsung Electronics,Smartphone,64 GB,,Midnight Black,LTE,,,Samsung Galaxy S8;Pre-Installed SIM Card;Wall Charger;USB Cable,Samsung Electronics Store,https://www.amazon.com/stores/SamsungElectronics/page/5DE4E0B0-7C27-45B4-9406-2291193DCBEF?ref_=ast_bln,https://www.amazon.com//Samsung-Galaxy-S8-Verizon-Wireless/dp/B06Y3GYZKW/ref=sr_1_258?keywords=used+phones&qid=1646080965&sr=8-258
"I12 Pro Max Unlocked Smartphone-Stylish 6.26Inch Bang Screen Cellphone 1+8GB Dual Card Dual Standby Android Smartphone Support for WIFI,Bluetooth,Face Recognition and Memory Expansion(Gold)(US plug)",$154.95,,Unlocked,FOLOSAFENAR,Smartphone,8 GB,Android 6.0,US plug,3G,,,"Earphone, Adapter, Screen Protector, USB Cable",OSAFENAR,https://www.amazon.com/s/ref=bl_dp_s_web_0?ie=UTF8&search-alias=aps&field-keywords=FOLOSAFENAR,https://www.amazon.com//Smartphone-Stylish-Cellphone-Smartphone-Bluetooth-Recognition/dp/B0957HWQJ8/ref=sr_1_259?keywords=used+phones&qid=1646080965&sr=8-259
"BlackBerry Z10 Unlocked Cellphone, 16GB, Black",,Z10,Unlocked,BlackBerry,Smartphone,16 GB,Rim_blackberry,Black,4G,,,,BlackBerry Store,https://www.amazon.com/stores/BlackBerry%C2%AE+Mobility/page/72F1E670-84CF-4756-81E3-EA2C203B8D7B?ref_=ast_bln,https://www.amazon.com//BlackBerry-Z10-STL100-3-Unlocked-Phone/dp/B00BC0WNUC/ref=sr_1_260?keywords=used+phones&qid=1646080965&sr=8-260
Verizon Prepaid 4G Smartphone - MOTXT20051PP Motorola Moto E6 - Starry Black - Carrier Locked to Verizon Prepaid,$91.00,080-02-0271,Verizon,Motorola,Smartphone,16 GB,Android 9.0,Black,4G,Single SIM,,Adapter,orola,https://www.amazon.com/Motorola/b/ref=bl_dp_s_web_21200964011?ie=UTF8&node=21200964011&field-lbr_brands_browse-bin=Motorola,https://www.amazon.com//Verizon-Prepaid-4G-Smartphone-MOTXT20051PP/dp/B07XRPFWZV/ref=sr_1_261?keywords=used+phones&qid=1646080965&sr=8-261
Samsung Galaxy S10e Factory Unlocked Android Cell Phone | US Version | 256GB of Storage | Fingerprint ID and Facial Recognition | Long-Lasting Battery | U.S. Warranty | Prism White,,S10e White 256,Unlocked,Samsung Electronics,Smartphone,256 GB,Android 9.0,White,LTE,,,"Device, battery, travel adapter",Samsung Electronics Store,https://www.amazon.com/stores/SamsungElectronics/page/5DE4E0B0-7C27-45B4-9406-2291193DCBEF?ref_=ast_bln,https://www.amazon.com//Samsung-Galaxy-Factory-Unlocked-Warranty/dp/B07N4PTH5K/ref=sr_1_262?keywords=used+phones&qid=1646080965&sr=8-262
"RCA Q2 Android 9.0 Pie, 5.0"" HD, 4G LTE, 16GB, 8MP 5MP Dual Camera, Dual Sim, Unlocked Smartphone (Black)",$73.00,,Cricket,RCA,Smartphone,16 GB,Android,Black,,Dual SIM,,,RCA Store,https://www.amazon.com/stores/RCATVs/page/3E34B8D8-734C-41A9-BDE2-4E14527E2992?ref_=ast_bln,https://www.amazon.com//RCA-Unlocked-Smartphone-Android-Black/dp/B07KS366GB/ref=sr_1_263?keywords=used+phones&qid=1646080965&sr=8-263
"Apple iPhone 11, 64GB, Red - Unlocked (Renewed Premium)",$449.00,IPhone 11,Unlocked for All Carriers,Apple,Smart Phone,64 GB,IOS 12,Red,4G,Dual SIM,,Charging cable and block,Amazon Renewed Store,https://www.amazon.com/Amazon-Renewed/b/ref=bl_dp_s_web_12653393011?ie=UTF8&node=12653393011&field-lbr_brands_browse-bin=Amazon+Renewed,https://www.amazon.com//Apple-iPhone-11-64GB-Red/dp/B08BHV6W5Y/ref=sr_1_264?keywords=used+phones&qid=1646080965&sr=8-264
"Samsung Galaxy A52 (128GB, 6GB) 6.5"" Dual SIM GSM Unlocked 4G LTE International Model A525M/DS (Awesome Blue)",$415.00,,T-Mobile,Samsung Electronics,Smartphone,128 GB,Android 11,Awesome Blue,"4G, 3G, 2G",Dual SIM,2021.0,USB Cable,Samsung Electronics Store,https://www.amazon.com/stores/SamsungElectronics/page/5DE4E0B0-7C27-45B4-9406-2291193DCBEF?ref_=ast_bln,https://www.amazon.com//Samsung-Galaxy-Unlocked-International-Awesome/dp/B08ZHNGKHB/ref=sr_1_265?keywords=used+phones&qid=1646080965&sr=8-265
"UMIDIGI Bison X10 Rugged Unlocked Smartphones,4G+64GB Android 11 IP68/IP69K Waterproof Shockproof Phone Helio P60 20MP Camera 6.53"" FHD+ 6150mAh Fast Charge Global Version NFC Rugged Smartphone",$229.99,BISON X10,Unlocked for All Carriers,UMIDIGI,Smartphone,64 GB,Android 11,Hack Black,4G,Dual SIM,2021.0,,UMIDIGI Store,https://www.amazon.com/stores/UMIDIGI/page/0E4AFF25-3144-4A17-8A04-7424875685E8?ref_=ast_bln,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg17_1?ie=UTF8&adId=A056503023R6OHSAV5BF&url=%2FUMIDIGI-X10-Smartphones-Waterproof-Shockproof%2Fdp%2FB09J4CHGCT%2Fref%3Dsr_1_266_sspa%3Fkeywords%3Dused%2Bphones%26qid%3D1646080965%26sr%3D8-266-spons%26psc%3D1&qualifier=1646080965&id=3218490428391613&widgetName=sp_mtf
"Samsung Galaxy A02 SM-A022M/DS, 4G LTE, International Version (No US Warranty), 64GB, 3GB, Black - GSM Unlocked (At&t Tmobile Metro Latin Europe)",$155.70,SM-A022M,,Samsung Electronics,Foldable Case,64 GB,Android 10.0,Black,"4G, 3G, 2G",Dual SIM,2021.0,USB Cable,Samsung Electronics Store,https://www.amazon.com/stores/SamsungElectronics/page/5DE4E0B0-7C27-45B4-9406-2291193DCBEF?ref_=ast_bln,https://www.amazon.com//Samsung-SM-A022M-International-Version-Warranty/dp/B08X191MR8/ref=sr_1_267?keywords=used+phones&qid=1646080965&sr=8-267
"Samsung Galaxy Note 10+ Factory Unlocked Cell Phone with 256 GB (U.S. Warranty), Aura Black/ Note10+ (Renewed)",$435.00,Note 10+,Unlocked,Samsung Electronics,Smartphone,256 GB,Android,Aura Black,"4G, 3G,2G",,,"Handset, Travel Adapter, Data Cable, AKG Headset, Ejection Pin, USB Connector, S Pen Accessory, Screen Protector Leaflet, Smart Switch Insert, Quick Reference Manual, Terms & Conditions/ Health & Safety GuideHandset, Travel Adapter, Data Cable, AKG Headset, Ejection Pin, USB Connector, S Pen Accessory, Screen Protector Leaflet, Smart Switch Insert, Quick Reference Manual, Ter…",Amazon Renewed Store,https://www.amazon.com/Amazon-Renewed/b/ref=bl_dp_s_web_12653393011?ie=UTF8&node=12653393011&field-lbr_brands_browse-bin=Amazon+Renewed,https://www.amazon.com//Samsung-Factory-Unlocked-Warranty-Renewed/dp/B08HFFFF8B/ref=sr_1_268?keywords=used+phones&qid=1646080965&sr=8-268
LG - G7 ThinQ for Verizon - 64GB - 6.1in QHD Display - Aurora Black - US Warranty (Renewed),$104.99,G7 ThinQ,Verizon,LG,Smartphone,4 GB,,Black,,,,,Amazon Renewed Store,https://www.amazon.com/Amazon-Renewed/b/ref=bl_dp_s_web_12653393011?ie=UTF8&node=12653393011&field-lbr_brands_browse-bin=Amazon+Renewed,https://www.amazon.com//LG-Verizon-Warranty-Certified-Refurbished/dp/B07G2NQ51C/ref=sr_1_269?keywords=used+phones&qid=1646080965&sr=8-269
"BlackBerry Passport 32GB Factory Unlocked (SQW100-1) GSM 4G LTE Smartphone - Black (International Version, Blackberry OS)",,Passport,Unlocked,BlackBerry,Smartphone,32 GB,BlackBerry 10.0,Black,"4G, 3G, 2G",,2014.0,"USB Charging Cable, USB Charging Block",BlackBerry Store,https://www.amazon.com/stores/BlackBerry%C2%AE+Mobility/page/72F1E670-84CF-4756-81E3-EA2C203B8D7B?ref_=ast_bln,https://www.amazon.com//BlackBerry-Passport-Unlocked-SQW100-1-Smartphone/dp/B00NSRC4Y2/ref=sr_1_270?keywords=used+phones&qid=1646080965&sr=8-270
"Samsung Galaxy S21+ Plus 5G, US Version, 128GB, Phantom Silver - Unlocked (Renewed)",$639.00,,Unlocked,Samsung Electronics,Smartphone,128 GB,Android,Phantom Violet,5G,Single SIM,,,Amazon Renewed Store,https://www.amazon.com/Amazon-Renewed/b/ref=bl_dp_s_web_12653393011?ie=UTF8&node=12653393011&field-lbr_brands_browse-bin=Amazon+Renewed,https://www.amazon.com//Samsung-Galaxy-S21-5G-Version/dp/B08Z63QRD2/ref=sr_1_271?keywords=used+phones&qid=1646080965&sr=8-271
"LG Stylo 6 Android Smartphone – 64 GB - (Renewed) (White, GSM Unlocked)",$198.99,,Unlocked,LG,Smartphone,64 GB,Android 10.0,White,2G,,,Stylus,Amazon Renewed Store,https://www.amazon.com/Amazon-Renewed/b/ref=bl_dp_s_web_12653393011?ie=UTF8&node=12653393011&field-lbr_brands_browse-bin=Amazon+Renewed,https://www.amazon.com//LG-Stylo-Android-Smartphone-Unlocked/dp/B08K3QM79K/ref=sr_1_272?keywords=used+phones&qid=1646080965&sr=8-272
"Apple iPhone Xs, 256GB, Gold - Fully Unlocked (Renewed Premium)",$379.00,IPhone XS,Unlocked for All Carriers,Apple,Smartphone,256 GB,IOS 13,GOLD,4G,,,"Charging cable and block, and sim tray removal tool",Amazon Renewed Store,https://www.amazon.com/Amazon-Renewed/b/ref=bl_dp_s_web_12653393011?ie=UTF8&node=12653393011&field-lbr_brands_browse-bin=Amazon+Renewed,https://www.amazon.com//Apple-iPhone-Xs-256GB-Gold/dp/B08BDZQXX5/ref=sr_1_273?keywords=used+phones&qid=1646080965&sr=8-273
"Black Shark 4 Unlocked Phone, 5G Gaming Phone, Fast Charging 120W Cell Phone 8+128GB, 144Hz Snapdragon 870 Android Phone, 6.67"" 48MP 4500mAh NFC Mobile Phone Global Version - Black Glare",$499.00,Black Shark 4,Unlocked for All Carriers,Black Shark,Smartphone,128 GB,Android,Black,5G,Dual SIM,2021.0,,Black Shark Store,https://www.amazon.com/stores/BlackShark/page/AB00BD77-9616-448B-A283-4BC3AA19C2A7?ref_=ast_bln,https://www.amazon.com//Black-Shark-Unlocked-Charging-Snapdragon/dp/B09BQP1LG8/ref=sr_1_274?keywords=used+phones&qid=1646080965&sr=8-274
Moto G Power | 3-Day Battery | Unlocked for GSM & Verizon| Made for US by Motorola | 4/64GB | 16MP Camera | 2020 | Black (Renewed),$219.99,Moto G Power 2020 US - XT2041-4,Unlocked,Motorola,Smartphone,64 GB,Android,Smoke Black,4G,Single SIM,2020.0,,zon Renewed,https://www.amazon.com/Amazon-Renewed/b/ref=bl_dp_s_web_12653393011?ie=UTF8&node=12653393011&field-lbr_brands_browse-bin=Amazon+Renewed,https://www.amazon.com//Motorola-Smartphone-Memory-Unlocked-Cellular/dp/B089GX3SHV/ref=sr_1_273?keywords=used+phones&qid=1646080968&sr=8-273
OnePlus 6T A6013 128GB Storage + 8GB Memory T-Mobile and GSM + Verizon Unlocked 6.41 inch AMOLED Display Android 9 - Mirror Black US Version,$249.00,OnePlus 6T,T-Mobile,OnePlus,Smartphone,128 GB,Android 9.0,,2G,Single SIM,,,OnePlus Store,https://www.amazon.com/stores/OnePlus/page/DE8A8620-9A54-4832-96B0-3284E24E9A3A?ref_=ast_bln,https://www.amazon.com//OnePlus-Storage-Factory-Unlocked-Display/dp/B07K76LBLZ/ref=sr_1_274?keywords=used+phones&qid=1646080968&sr=8-274
"Apple iPhone 12 Pro Max, 256GB, Graphite - Unlocked (Renewed Premium)","$1,079.00",IPhone 12 Pro Max,Unlocked,Apple,Smartphone,256 GB,IOS 12,Graphite,LTE,,,"SIM Tray Ejector, USB Cable",Amazon Renewed Store,https://www.amazon.com/Amazon-Renewed/b/ref=bl_dp_s_web_12653393011?ie=UTF8&node=12653393011&field-lbr_brands_browse-bin=Amazon+Renewed,https://www.amazon.com//Apple-iPhone-12-Pro-Max/dp/B09JFS16CP/ref=sr_1_275?keywords=used+phones&qid=1646080968&sr=8-275
CAT S62 Pro Rugged Smartphone – North America Variant – with FLIR Thermal Imager – Full Warranty Support in US and Canada,$601.54,CS62PDBBRONUN,Unlocked,CAT Phone,Bar,6 GB,Android 10.0,Black,4G,,2021.0,"CAT S62 Pro, USB Type C charging cable, Product manual",CAT Phone Store,https://www.amazon.com/stores/CATPHONES/page/C8B6D877-E09A-43CF-BBE6-200422E7ACB5?ref_=ast_bln,https://www.amazon.com//CAT-PHONES-S62-Rugged-Smartphone/dp/B08YR66D1H/ref=sr_1_276?keywords=used+phones&qid=1646080968&sr=8-276
"Motorola One Hyper 128GB + 4GB RAM, XT202-1, 6.5” FHD+, 64 MP Photos, LTE Factory Unlocked Smartphone - International Version (Blue Iceberg)",$254.00,One Hyper,Unlocked for All Carriers,Motorola,Smartphone,128 GB,Android 10.0,Blue,"4G, 3G, 2G",Dual SIM,2019.0,,orola,https://www.amazon.com/Motorola/b/ref=bl_dp_s_web_21200964011?ie=UTF8&node=21200964011&field-lbr_brands_browse-bin=Motorola,https://www.amazon.com//Motorola-XT202-1-Factory-Unlocked-Smartphone/dp/B083G849RZ/ref=sr_1_277?keywords=used+phones&qid=1646080968&sr=8-277
Tracfone Apple iPhone 7 4G LTE Prepaid Smartphone - 32GB - Black - Carrier Locked,,IPhone 7,Tracfone,Apple,Smartphone,32 GB,IOS,Black,LTE,,2019.0,,Apple Store,https://www.amazon.com/stores/Apple/page/77D9E1F7-0337-4282-9DB6-B6B8FB2DC98D?ref_=ast_bln,https://www.amazon.com//Tracfone-Apple-iPhone-Prepaid-Smartphone/dp/B08CL4CCG2/ref=sr_1_278?keywords=used+phones&qid=1646080968&sr=8-278
"Samsung Galaxy S10+ Plus G975U, 4G LTE, US Version, 128GB, 8GB, White - Unlocked",$428.98,,"T-Mobile, AT&T",Samsung Electronics,Slate,128 GB,,White,"4G, 3G, 2G",Single SIM,,,Samsung Electronics Store,https://www.amazon.com/stores/SamsungElectronics/page/5DE4E0B0-7C27-45B4-9406-2291193DCBEF?ref_=ast_bln,https://www.amazon.com//Galaxy-S10-Unlocked-T-Mobile-Warranty/dp/B0849YQDP1/ref=sr_1_279?keywords=used+phones&qid=1646080968&sr=8-279
"Unlocked Smartphone, KXD 6A 3G Cheap Android Phone,Mobile Phones Sim Free Unlocked， Dual SIM Cell Phone, 5.5” Full-Screen, Dual Cameras, 8GB ROM Expandable 64GB, Face ID, Unlocked Cell Phone",$69.99,KXD 6A US,AT&T,KXD,Smartphone,8 GB,Android,Green,3G,Dual SIM,2021.0,,,https://www.amazon.com/s/ref=bl_dp_s_web_0?ie=UTF8&search-alias=aps&field-keywords=KXD,https://www.amazon.com//Smartphone-KXD-6A-Full-Screen-Expandable/dp/B09BKVM3GR/ref=sr_1_280?keywords=used+phones&qid=1646080968&sr=8-280
"UMIDIGI Bison X10 Rugged Unlocked Smartphones,4G+64GB Android 11 IP68/IP69K Waterproof Shockproof Phone Helio P60 20MP Camera 6.53"" FHD+ 6150mAh Fast Charge Global Version NFC Rugged Smartphone",$229.99,BISON X10,Unlocked for All Carriers,UMIDIGI,Smartphone,64 GB,Android 11,Storm Gray,4G,Dual SIM,2021.0,,UMIDIGI Store,https://www.amazon.com/stores/UMIDIGI/page/0E4AFF25-3144-4A17-8A04-7424875685E8?ref_=ast_bln,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg18_1?ie=UTF8&adId=A05571821DD7L27VV0TYG&url=%2FUMIDIGI-X10-Smartphones-Waterproof-Shockproof%2Fdp%2FB09J4G4Z5R%2Fref%3Dsr_1_281_sspa%3Fkeywords%3Dused%2Bphones%26qid%3D1646080968%26sr%3D8-281-spons%26psc%3D1&qualifier=1646080968&id=4325920234321896&widgetName=sp_mtf
"Samsung Galaxy Note 3, Black 32GB (Verizon Wireless)",,Galaxy Note 3,Verizon,Samsung Electronics,Candy_bar,32 GB,Android,Black,4G,,,"Video Recorder, Camera",Samsung Electronics Store,https://www.amazon.com/stores/SamsungElectronics/page/5DE4E0B0-7C27-45B4-9406-2291193DCBEF?ref_=ast_bln,https://www.amazon.com//Samsung-Galaxy-Note-Verizon-Wireless/dp/B00F2SKPIM/ref=sr_1_282?keywords=used+phones&qid=1646080968&sr=8-282
Moto G8+ plus | Unlocked | International GSM Only | 4/64GB | 25MP Camera | 2019 | Blue | NOT compatible with Sprint or Verizon,$299.99,G8+,Unlocked,Motorola,Smartphone,64 GB,Android,Blue,4G,,2019.0,Phone and charger,orola,https://www.amazon.com/Motorola/b/ref=bl_dp_s_web_21200964011?ie=UTF8&node=21200964011&field-lbr_brands_browse-bin=Motorola,https://www.amazon.com//Moto-Plus-Unlocked-International-Camera/dp/B082WNRSPY/ref=sr_1_283?keywords=used+phones&qid=1646080968&sr=8-283
Super Small Mini Smartphone 3G Dual SIM Mobile Phone 1GB RAM 8GB ROM 5.0MP Quad Core Dual Standby Unlocked Small Phones Kids Phone Pocket 2.5 Inch Android Mini Cellphone (Black),$78.89,,Unlocked,Hipipooo,Smartphone,8 GB,Android,Black,3G,Dual SIM,,,ipooo,https://www.amazon.com/Hipipooo/b/ref=bl_dp_s_web_12586496011?ie=UTF8&node=12586496011&field-lbr_brands_browse-bin=Hipipooo,https://www.amazon.com//Smartphone-Mobile-Standby-Unlocked-Pocket/dp/B07KBV982N/ref=sr_1_284?keywords=used+phones&qid=1646080968&sr=8-284
"CAT Phone S61 FLIR Thermal Camera, Laser Distance Measure, Air Quality Monitor, IP69 Waterproof & Military MIL SPEC 810G Certified , 4+64GB Dual SIM Factory Unlocked 4G LTE",$563.45,,Unlocked,CAT Phone,Smartphone,64 GB,Android,Black,"4G, 3G, 2G",Dual SIM,2019.0,,Phone,https://www.amazon.com/CAT-Phone/b/ref=bl_dp_s_web_23637763011?ie=UTF8&node=23637763011&field-lbr_brands_browse-bin=CAT+Phone,https://www.amazon.com//S61-Distance-Waterproof-Military-Certified/dp/B07DZBQWC7/ref=sr_1_285?keywords=used+phones&qid=1646080968&sr=8-285
Google Pixel 3 XL 64GB Unlocked GSM & CDMA 4G LTE Android Phone w/ 12.2MP Rear & Dual 8MP Front Camera - Just Black (Renewed),$164.00,Pixel 3 xl,Unlocked,Google,Smartphone,64 GB,Android 9.0,Just Black,"4G, 3G, 2G",,,Adapter,Amazon Renewed Store,https://www.amazon.com/Amazon-Renewed/b/ref=bl_dp_s_web_12653393011?ie=UTF8&node=12653393011&field-lbr_brands_browse-bin=Amazon+Renewed,https://www.amazon.com//Google-Unlocked-Android-12-2MP-Camera/dp/B07HKPMFZ5/ref=sr_1_286?keywords=used+phones&qid=1646080968&sr=8-286
BLU Studio Mega 2018-6.0” HD Unlocked Smartphone with Dual Main Camera -Blue,,Studio Mega,AT&T,BLU,Smartphone,8 GB,Android,Blue,"3G, 2G",,,"Device, Charger, USB Cable,Case",BLU Store,https://www.amazon.com/stores/BLUProducts/page/AA9E1BFD-E94A-4247-B28B-5A42DB54AFFD?ref_=ast_bln,https://www.amazon.com//BLU-Studio-2018-6-0-Unlocked-Smartphone/dp/B07K817ZVD/ref=sr_1_287?keywords=used+phones&qid=1646080968&sr=8-287
"UMIDIGI A9 Pro Cell Phone (8GB+128GB), 6.3"" FHD+ Full Screen Unlocked Smartphone with 4150mAh Battery + 48MP AI Quad Camera - LTE Dual 4G SIM Android 11 Phone (8+128G, Forest Green)",$219.99,A9 PRO,T-Mobile,UMIDIGI,Smartphone,128 GB,,Forest Green,4G,,2021.0,,UMIDIGI Store,https://www.amazon.com/stores/UMIDIGI/page/0E4AFF25-3144-4A17-8A04-7424875685E8?ref_=ast_bln,https://www.amazon.com//UMIDIGI-A9-Pro-Unlocked-Smartphone/dp/B09DFMM3SX/ref=sr_1_288?keywords=used+phones&qid=1646080968&sr=8-288
BLU Tank II T193 Unlocked GSM Dual-SIM Cell Phone w/ Camera and 1900 mAh Big Battery - Unlocked Cell Phones - Retail Packaging - Black Blue,$24.99,Tank II,Unlocked,BLU,Bar,,Android,Black / Blue,2G (850/900/1800/1900),Dual SIM,,"BLU Tank II T193 Feature Phone (Unlocked, Black/Red), Standard Battery, Micro USB Cable, Charger, Limited 1-Year WarrantyBLU Tank II T193 Feature Phone (Unlocked, Black/Red), Standard Battery, Micro USB Cable, Charger, Limited 1-Year Warranty",BLU Store,https://www.amazon.com/stores/BLUProducts/page/AA9E1BFD-E94A-4247-B28B-5A42DB54AFFD?ref_=ast_bln,https://www.amazon.com//BLU-Unlocked-Dual-SIM-Camera-Battery/dp/B00O5EUBSI/ref=sr_1_289?keywords=used+phones&qid=1646080968&sr=8-289
Samsung Galaxy S10+ Factory Unlocked Android Cell Phone | US Version | 512GB of Storage | Fingerprint ID and Facial Recognition | Long-Lasting Battery | Ceramic Black (SM-G975UCKEXAA),,S10+,Unlocked,Samsung Electronics,Smartphone,512 GB,Android 9.0,Black,LTE,,,PLACEHOLDER,Samsung Electronics Store,https://www.amazon.com/stores/SamsungElectronics/page/5DE4E0B0-7C27-45B4-9406-2291193DCBEF?ref_=ast_bln,https://www.amazon.com//Samsung-Fingerprint-Recognition-Long-Lasting-SM-G975UCKEXAA/dp/B07N4M4K3Q/ref=sr_1_289?keywords=used+phones&qid=1646080972&sr=8-289
